R ,8 ,C ,5 ,N ,240 ,D ,5,Rate ,1.178744,T ,0.986000 ,
R ,8 ,C ,5 ,N ,240 ,D ,6,Rate ,1.171875,T ,1.840000 ,
R ,8 ,C ,5 ,N ,240 ,D ,8,Rate ,1.170130,T ,3.507000 ,
R ,8 ,C ,5 ,N ,240 ,D ,10,Rate ,1.179031,T ,8.472000 ,
R ,8 ,C ,5 ,N ,240 ,D ,12,Rate ,1.126827,T ,14.615000 ,
R ,8 ,C ,5 ,N ,240 ,D ,14,Rate ,1.144174,T ,32.851000 ,
R ,8 ,C ,5 ,N ,240 ,D ,16,Rate ,1.153023,T ,57.998000 ,
R ,8 ,C ,5 ,N ,240 ,D ,18,Rate ,1.163815,T ,114.886000 ,
R ,8 ,C ,5 ,N ,240 ,D ,20,Rate ,1.142600,T ,137.689000 ,
R ,8 ,C ,5 ,N ,260 ,D ,1,Rate ,1.273077,T ,0.591000 ,
R ,8 ,C ,5 ,N ,260 ,D ,2,Rate ,1.212598,T ,0.509000 ,
R ,8 ,C ,5 ,N ,260 ,D ,3,Rate ,1.215842,T ,0.712000 ,
R ,8 ,C ,5 ,N ,260 ,D ,4,Rate ,1.201238,T ,0.842000 ,
R ,8 ,C ,5 ,N ,260 ,D ,5,Rate ,1.231964,T ,1.548000 ,
R ,8 ,C ,5 ,N ,260 ,D ,6,Rate ,1.209184,T ,2.925000 ,
R ,8 ,C ,5 ,N ,260 ,D ,8,Rate ,1.159198,T ,5.064000 ,
R ,8 ,C ,5 ,N ,260 ,D ,10,Rate ,1.195133,T ,14.359000 ,
R ,8 ,C ,5 ,N ,260 ,D ,12,Rate ,1.166178,T ,21.112000 ,
R ,8 ,C ,5 ,N ,260 ,D ,14,Rate ,1.163006,T ,53.124000 ,
R ,8 ,C ,5 ,N ,260 ,D ,16,Rate ,1.180116,T ,90.675000 ,
R ,8 ,C ,5 ,N ,260 ,D ,18,Rate ,1.173668,T ,134.543000 ,
R ,8 ,C ,5 ,N ,280 ,D ,1,Rate ,1.292857,T ,0.710000 ,
R ,8 ,C ,5 ,N ,280 ,D ,2,Rate ,1.206497,T ,0.588000 ,
R ,8 ,C ,5 ,N ,280 ,D ,3,Rate ,1.216696,T ,1.086000 ,
R ,8 ,C ,5 ,N ,280 ,D ,4,Rate ,1.189152,T ,0.948000 ,
R ,8 ,C ,5 ,N ,280 ,D ,5,Rate ,1.211499,T ,1.862000 ,
R ,8 ,C ,5 ,N ,280 ,D ,6,Rate ,1.224394,T ,3.402000 ,
R ,8 ,C ,5 ,N ,280 ,D ,8,Rate ,1.190502,T ,6.126000 ,
R ,8 ,C ,5 ,N ,280 ,D ,10,Rate ,1.176668,T ,14.887000 ,
R ,8 ,C ,5 ,N ,280 ,D ,12,Rate ,1.183175,T ,31.939000 ,
R ,8 ,C ,5 ,N ,280 ,D ,14,Rate ,1.192253,T ,76.681000 ,
R ,8 ,C ,5 ,N ,280 ,D ,16,Rate ,1.224520,T ,168.308000 ,
R ,8 ,C ,5 ,N ,300 ,D ,1,Rate ,1.376667,T ,0.855000 ,
R ,8 ,C ,5 ,N ,300 ,D ,2,Rate ,1.200873,T ,0.687000 ,
R ,8 ,C ,5 ,N ,300 ,D ,3,Rate ,1.260345,T ,1.121000 ,
R ,8 ,C ,5 ,N ,300 ,D ,4,Rate ,1.217931,T ,1.234000 ,
R ,8 ,C ,5 ,N ,300 ,D ,5,Rate ,1.248084,T ,2.536000 ,
R ,8 ,C ,5 ,N ,300 ,D ,6,Rate ,1.255711,T ,4.341000 ,
R ,8 ,C ,5 ,N ,300 ,D ,8,Rate ,1.239364,T ,9.686000 ,
R ,8 ,C ,5 ,N ,300 ,D ,10,Rate ,1.225335,T ,24.093000 ,
R ,8 ,C ,5 ,N ,300 ,D ,12,Rate ,1.227503,T ,50.542000 ,
R ,8 ,C ,5 ,N ,300 ,D ,14,Rate ,1.217832,T ,94.970000 ,
R ,8 ,C ,5 ,N ,350 ,D ,1,Rate ,1.331429,T ,0.984000 ,
R ,8 ,C ,5 ,N ,350 ,D ,2,Rate ,1.247601,T ,1.038000 ,
R ,8 ,C ,5 ,N ,350 ,D ,3,Rate ,1.230428,T ,1.450000 ,
R ,8 ,C ,5 ,N ,350 ,D ,4,Rate ,1.250583,T ,2.134000 ,
R ,8 ,C ,5 ,N ,350 ,D ,5,Rate ,1.286872,T ,4.196000 ,
R ,8 ,C ,5 ,N ,350 ,D ,6,Rate ,1.294193,T ,7.835000 ,
R ,8 ,C ,5 ,N ,350 ,D ,8,Rate ,1.306579,T ,23.119000 ,
R ,8 ,C ,5 ,N ,350 ,D ,10,Rate ,1.305302,T ,60.221000 ,
R ,8 ,C ,5 ,N ,350 ,D ,12,Rate ,1.322917,T ,124.295000 ,
R ,8 ,C ,5 ,N ,400 ,D ,1,Rate ,1.410000,T ,1.548000 ,
R ,8 ,C ,5 ,N ,400 ,D ,2,Rate ,1.333876,T ,2.010000 ,
R ,8 ,C ,5 ,N ,400 ,D ,3,Rate ,1.298526,T ,2.568000 ,
R ,8 ,C ,5 ,N ,400 ,D ,4,Rate ,1.319170,T ,3.919000 ,
R ,8 ,C ,5 ,N ,400 ,D ,5,Rate ,1.352063,T ,6.959000 ,
R ,8 ,C ,5 ,N ,400 ,D ,6,Rate ,1.376915,T ,14.558000 ,
R ,8 ,C ,5 ,N ,400 ,D ,8,Rate ,1.377744,T ,39.668000 ,
R ,8 ,C ,5 ,N ,400 ,D ,10,Rate ,1.462103,T ,173.220000 ,
R ,8 ,C ,5 ,N ,450 ,D ,1,Rate ,1.471111,T ,2.066000 ,
R ,8 ,C ,5 ,N ,450 ,D ,2,Rate ,1.395770,T ,2.907000 ,
R ,8 ,C ,5 ,N ,450 ,D ,3,Rate ,1.396861,T ,4.117000 ,
R ,8 ,C ,5 ,N ,450 ,D ,4,Rate ,1.409012,T ,5.935000 ,
R ,8 ,C ,5 ,N ,450 ,D ,5,Rate ,1.461394,T ,12.840000 ,
R ,8 ,C ,5 ,N ,450 ,D ,6,Rate ,1.661736,T ,37.780000 ,
R ,8 ,C ,5 ,N ,450 ,D ,8,Rate ,1.677485,T ,109.438000 ,
R ,8 ,C ,5 ,N ,500 ,D ,1,Rate ,1.550000,T ,2.816000 ,
R ,8 ,C ,5 ,N ,500 ,D ,2,Rate ,1.479224,T ,4.088000 ,
R ,8 ,C ,5 ,N ,500 ,D ,3,Rate ,1.479042,T ,6.459000 ,
R ,8 ,C ,5 ,N ,500 ,D ,4,Rate ,1.559435,T ,9.905000 ,
R ,8 ,C ,5 ,N ,500 ,D ,5,Rate ,1.542939,T ,20.126000 ,
R ,8 ,C ,5 ,N ,500 ,D ,6,Rate ,1.762735,T ,57.457000 ,
